Transaction ID,Customer ID,Transaction Amount,Transaction Date,Complaint Description,Dispute Category
TXN16681498,CUST559381,265.87,2024-12-01,I was charged 265.87 but the agreed price was much lower. The merchant overcharged me and I have the original receipt.,Wrong Amount
TXN54765932,CUST590110,309.64,2024-12-01,I was billed 309.64 for additional hotel charges that I did not incur or authorize during my stay.,Merchant Billing Error
TXN95025332,CUST804318,192.32,2024-12-01,I attempted to withdraw 192.32 from an ATM. The machine gave an error but the money was deducted from my balance.,ATM Dispute
TXN47357443,CUST795613,79.52,2024-12-01,My account was debited 79.52 for goods that were supposed to arrive two weeks ago. I still have not received anything.,Product/Service Not Received
TXN32272100,CUST567951,190.53,2024-12-01,My account was charged 190.53 without my consent. I believe someone has stolen my card details and made this purchase.,Unauthorized Transaction
TXN72028470,CUST379946,128.14,2024-12-01,I paid 128.14 for a product that does not match the specifications listed on the merchant website at all.,Defective Product/Service
TXN41670421,CUST897305,440.39,2024-12-01,I was charged 440.39 twice for the same purchase at the same merchant on 2024-12-01. Please reverse the duplicate charge.,Duplicate Charge
TXN93457527,CUST406327,639.44,2024-12-02,An unauthorized payment of 639.44 appeared on my statement. I have never visited this merchant or authorized any payment to them.,Unauthorized Transaction
TXN83672216,CUST951201,400.41,2024-12-02,The merchant issued a refund receipt for 400.41 on 2024-12-02 but the amount never appeared in my account.,Refund Not Processed
TXN25332633,CUST542374,443.51,2024-12-02,I was charged 443.51 for a product that the merchant claims was shipped but I never received. No proof of delivery exists.,Product/Service Not Received
TXN89557206,CUST430776,662.28,2024-12-02,The item I ordered for 662.28 was described as new but arrived clearly used and in poor condition.,Defective Product/Service
TXN84322289,CUST732556,1245.4,2024-12-02,"I was charged 1,245.40 for a product that the merchant claims was shipped but I never received. No proof of delivery exists.",Product/Service Not Received
TXN62322352,CUST297636,12.83,2024-12-02,I received an alert about a 12.83 charge that I never made. I believe my card number was skimmed at a gas station.,Unauthorized Transaction
TXN49871655,CUST184491,259.27,2024-12-02,I downgraded my plan but was still charged the old rate of 259.27 instead of the reduced amount.,Subscription Issue
TXN69050527,CUST631756,277.13,2024-12-02,I found a fraudulent charge of 277.13 on my account from a merchant I have never heard of. Please investigate and refund.,Unauthorized Transaction
TXN86509791,CUST413685,2076.26,2024-12-02,"The merchant charged my card 2,076.26 two times for one order. I have the receipt showing only one transaction.",Duplicate Charge
TXN65640081,CUST199704,1373.08,2024-12-02,"A payment of 1,373.08 was processed on my account that I have no recollection of authorizing. Please block further transactions.",Unauthorized Transaction
TXN34150396,CUST264686,60.73,2024-12-02,I placed an order worth 60.73 on 2024-12-02 and the merchant confirmed it but nothing has been delivered so far.,Product/Service Not Received
TXN67274194,CUST662728,41.07,2024-12-02,I placed an order worth 41.07 on 2024-12-02 and the merchant confirmed it but nothing has been delivered so far.,Product/Service Not Received
TXN43120123,CUST806073,107.15,2024-12-02,A payment of 107.15 was processed on my account that I have no recollection of authorizing. Please block further transactions.,Unauthorized Transaction
TXN12751535,CUST350280,25.02,2024-12-02,I was billed 25.02 for additional hotel charges that I did not incur or authorize during my stay.,Merchant Billing Error
TXN68549097,CUST778120,86.71,2024-12-02,I used an ATM to withdraw 86.71 but the cash got stuck in the dispenser and I could not retrieve it.,ATM Dispute
TXN88252116,CUST513037,13160.15,2024-12-03,"The service I paid 13,160.15 for was not performed as agreed. The quality was far below what was promised.",Defective Product/Service
TXN55235396,CUST953025,105.62,2024-12-03,I was billed 105.62 for additional hotel charges that I did not incur or authorize during my stay.,Merchant Billing Error
TXN15160548,CUST617904,21.23,2024-12-03,I returned defective goods worth 21.23 and have the return tracking confirmation but no refund has been issued.,Refund Not Processed
TXN26234545,CUST825686,333.95,2024-12-03,I paid 333.95 for a product that does not match the specifications listed on the merchant website at all.,Defective Product/Service
TXN90369200,CUST813536,1377.4,2024-12-03,"The merchant charged 1,377.40 but applied the wrong exchange rate for my international purchase.",Wrong Amount
TXN38477970,CUST443897,110.08,2024-12-03,I used an ATM to withdraw 110.08 but the cash got stuck in the dispenser and I could not retrieve it.,ATM Dispute
TXN63752009,CUST757246,28.93,2024-12-03,I was charged 28.93 for a product that the merchant claims was shipped but I never received. No proof of delivery exists.,Product/Service Not Received
TXN75200148,CUST731661,452.75,2024-12-03,I was charged 452.75 for a product that the merchant claims was shipped but I never received. No proof of delivery exists.,Product/Service Not Received
TXN18521928,CUST403042,422.98,2024-12-03,I paid 422.98 for a product that does not match the specifications listed on the merchant website at all.,Defective Product/Service
TXN75035657,CUST269430,83.5,2024-12-03,A merchant processed my payment of 83.50 multiple times due to a system error. I need all duplicate charges reversed.,Duplicate Charge
TXN44323019,CUST783414,399.64,2024-12-04,I was charged 399.64 for an ATM withdrawal but the machine only dispensed a partial amount.,ATM Dispute
TXN27804687,CUST359961,201.47,2024-12-04,I noticed an unauthorized debit of 201.47 from my account. I have no knowledge of this transaction and request an immediate reversal.,Unauthorized Transaction
TXN86714178,CUST244789,13.09,2024-12-04,My card was used without authorization for a transaction of 13.09. I suspect a data breach at a merchant I previously used.,Unauthorized Transaction
TXN56499638,CUST597305,458.24,2024-12-04,I was charged 458.24 but the agreed price was much lower. The merchant overcharged me and I have the original receipt.,Wrong Amount
TXN50638659,CUST630458,12.27,2024-12-04,There is a fraudulent transaction of 12.27 on my account. I did not make this purchase and my card was in my possession the entire time.,Unauthorized Transaction
TXN12792658,CUST100425,13.65,2024-12-05,The merchant charged 13.65 but applied the wrong exchange rate for my international purchase.,Wrong Amount
TXN78557897,CUST746447,352.46,2024-12-05,An ATM debited 352.46 from my account but the screen showed a transaction failed message and no cash was given.,ATM Dispute
TXN84180486,CUST301629,1511.23,2024-12-05,"I was billed 1,511.23 for a digital download that I never received the link for. The merchant website is now offline.",Product/Service Not Received
TXN34932958,CUST429445,232.33,2024-12-05,My card was charged 232.33 three times for a single transaction. I need the extra charges refunded.,Duplicate Charge
TXN13888983,CUST565230,40.75,2024-12-05,The restaurant charged 40.75 to my card but I paid the bill in cash. I have the cash receipt as proof.,Merchant Billing Error
TXN59130694,CUST225362,57.87,2024-12-05,I downgraded my plan but was still charged the old rate of 57.87 instead of the reduced amount.,Subscription Issue
TXN89943229,CUST127529,358.83,2024-12-05,I withdrew 358.83 from an ATM but received less cash than the debited amount. The machine malfunctioned.,ATM Dispute
TXN87076637,CUST384263,332.36,2024-12-05,I found a fraudulent charge of 332.36 on my account from a merchant I have never heard of. Please investigate and refund.,Unauthorized Transaction
TXN32878882,CUST498855,160.4,2024-12-05,I noticed an unauthorized debit of 160.40 from my account. I have no knowledge of this transaction and request an immediate reversal.,Unauthorized Transaction
TXN21624138,CUST391668,187.3,2024-12-05,I found a fraudulent charge of 187.30 on my account from a merchant I have never heard of. Please investigate and refund.,Unauthorized Transaction
TXN63671813,CUST576877,39.71,2024-12-05,A payment of 39.71 was processed on my account that I have no recollection of authorizing. Please block further transactions.,Unauthorized Transaction
TXN94112495,CUST862736,36.21,2024-12-06,My account shows two identical charges of 36.21 from the same vendor. Only one transaction should have gone through.,Duplicate Charge
TXN84478941,CUST637234,18.8,2024-12-06,My refund of 18.80 was supposed to be processed within 7 business days but it has been over a month now.,Refund Not Processed
TXN22549007,CUST416613,135.94,2024-12-06,The transaction amount of 135.94 is incorrect. The actual bill was significantly less than what was debited.,Wrong Amount
TXN38937334,CUST347459,81.38,2024-12-06,I purchased an item for 81.38 but received a counterfeit product. The merchant refuses to acknowledge the issue.,Defective Product/Service
TXN26477353,CUST648141,38.28,2024-12-06,I was billed 38.28 for a service upgrade I never requested or agreed to.,Merchant Billing Error
TXN73181142,CUST711474,32.33,2024-12-06,An unauthorized payment of 32.33 appeared on my statement. I have never visited this merchant or authorized any payment to them.,Unauthorized Transaction
TXN95715872,CUST726979,493.0,2024-12-06,The service I paid 493.00 for was not performed as agreed. The quality was far below what was promised.,Defective Product/Service
TXN17356211,CUST538184,17.34,2024-12-06,The transaction of 17.34 includes unauthorized tips or fees that I did not agree to pay.,Wrong Amount
TXN95979202,CUST264136,16.29,2024-12-07,I paid 16.29 for a product that does not match the specifications listed on the merchant website at all.,Defective Product/Service
TXN60651325,CUST332823,36.06,2024-12-07,I noticed an unauthorized debit of 36.06 from my account. I have no knowledge of this transaction and request an immediate reversal.,Unauthorized Transaction
TXN50471120,CUST950916,107.69,2024-12-07,The item I ordered for 107.69 was described as new but arrived clearly used and in poor condition.,Defective Product/Service
TXN74893785,CUST622230,11.09,2024-12-07,A payment of 11.09 was processed on my account that I have no recollection of authorizing. Please block further transactions.,Unauthorized Transaction
TXN11954594,CUST501641,1332.19,2024-12-07,"I placed an order worth 1,332.19 on 2024-12-07 and the merchant confirmed it but nothing has been delivered so far.",Product/Service Not Received
TXN22081417,CUST576805,63.34,2024-12-07,The item I purchased for 63.34 is completely different from what was advertised. I want a full refund.,Defective Product/Service
TXN68448489,CUST894139,11.76,2024-12-07,There is a fraudulent transaction of 11.76 on my account. I did not make this purchase and my card was in my possession the entire time.,Unauthorized Transaction
TXN75478354,CUST742412,8159.23,2024-12-08,"My account was charged 8,159.23 without my consent. I believe someone has stolen my card details and made this purchase.",Unauthorized Transaction
TXN88702933,CUST411120,1733.45,2024-12-08,"I have been charged 1,733.45 for a recurring payment that I explicitly cancelled via the merchant app on 2024-12-08.",Subscription Issue
TXN31328108,CUST134500,1592.39,2024-12-08,"I was billed 1,592.39 for a digital download that I never received the link for. The merchant website is now offline.",Product/Service Not Received
TXN69666141,CUST418862,1398.8,2024-12-08,"I found a fraudulent charge of 1,398.80 on my account from a merchant I have never heard of. Please investigate and refund.",Unauthorized Transaction
TXN81959943,CUST677390,118.59,2024-12-08,The transaction of 118.59 includes unauthorized tips or fees that I did not agree to pay.,Wrong Amount
TXN63682591,CUST232915,4715.63,2024-12-08,"I paid 4,715.63 for an online purchase but the package was never delivered. The tracking shows it was lost in transit.",Product/Service Not Received
TXN44502489,CUST805188,32.26,2024-12-08,The ATM ate my card and deducted 32.26 without dispensing any cash. I reported this to the bank branch immediately.,ATM Dispute
TXN63570579,CUST712955,9859.71,2024-12-09,"I see a duplicate debit of 9,859.71 on my statement for the same purchase. I have contacted the merchant but they have not responded.",Duplicate Charge
TXN14696523,CUST892280,300.42,2024-12-09,There is a fraudulent transaction of 300.42 on my account. I did not make this purchase and my card was in my possession the entire time.,Unauthorized Transaction
TXN96222939,CUST818709,156.74,2024-12-09,My account was debited 156.74 for goods that were supposed to arrive two weeks ago. I still have not received anything.,Product/Service Not Received
TXN18070642,CUST244283,11.47,2024-12-09,I paid 11.47 for a product that does not match the specifications listed on the merchant website at all.,Defective Product/Service
TXN59182925,CUST842411,657.86,2024-12-10,The product worth 657.86 stopped working within 2 days of purchase. The merchant denied my warranty claim.,Defective Product/Service
TXN46332731,CUST778748,419.45,2024-12-10,I was charged 419.45 for a product that the merchant claims was shipped but I never received. No proof of delivery exists.,Product/Service Not Received
TXN94397566,CUST207573,146.24,2024-12-10,I was charged 146.24 for a late fee that is not justified as I made my payment on time.,Merchant Billing Error
TXN86049839,CUST647091,583.88,2024-12-10,I see a duplicate debit of 583.88 on my statement for the same purchase. I have contacted the merchant but they have not responded.,Duplicate Charge
TXN91795187,CUST365618,319.86,2024-12-10,The merchant charged 319.86 but applied the wrong exchange rate for my international purchase.,Wrong Amount
TXN94443886,CUST793384,59.1,2024-12-10,I am being charged 59.10 monthly for a service I cancelled three months ago. Please stop these recurring payments.,Subscription Issue
TXN15577404,CUST303880,4793.57,2024-12-10,"The merchant charged 4,793.57 but applied the wrong exchange rate for my international purchase.",Wrong Amount
TXN20855225,CUST434640,129.47,2024-12-10,I attempted to withdraw 129.47 from an ATM. The machine gave an error but the money was deducted from my balance.,ATM Dispute
TXN52316723,CUST903373,33.86,2024-12-10,I received an alert about a 33.86 charge that I never made. I believe my card number was skimmed at a gas station.,Unauthorized Transaction
TXN86918194,CUST330080,37.05,2024-12-10,I placed an order worth 37.05 on 2024-12-10 and the merchant confirmed it but nothing has been delivered so far.,Product/Service Not Received
TXN28416255,CUST483545,27.34,2024-12-11,I paid 27.34 for a subscription service but never received access. The company has not responded to my support tickets.,Product/Service Not Received
TXN73530347,CUST820892,190.85,2024-12-11,The transaction of 190.85 includes unauthorized tips or fees that I did not agree to pay.,Wrong Amount
TXN55266351,CUST885408,1895.75,2024-12-11,"I was charged 1,895.75 for a late fee that is not justified as I made my payment on time.",Merchant Billing Error
TXN42063578,CUST623557,459.16,2024-12-11,Someone used my card information to make a purchase of 459.16. I need this reversed and a new card issued immediately.,Unauthorized Transaction
TXN80295929,CUST950823,342.29,2024-12-11,I placed an order worth 342.29 on 2024-12-11 and the merchant confirmed it but nothing has been delivered so far.,Product/Service Not Received
TXN44665589,CUST128941,72.36,2024-12-11,My account was debited 72.36 for goods that were supposed to arrive two weeks ago. I still have not received anything.,Product/Service Not Received
TXN74534089,CUST216242,51.37,2024-12-11,The merchant agreed to refund 51.37 over three weeks ago but I still have not received the money back.,Refund Not Processed
TXN16977061,CUST639995,154.05,2024-12-11,My account shows a recurring charge of 154.05 from a merchant I do not recognize. I never subscribed to any service.,Subscription Issue
TXN24916551,CUST146228,94.36,2024-12-12,There are two charges of 94.36 from the same store on the same day. I only made one purchase and have proof.,Duplicate Charge
TXN45153165,CUST867051,1992.27,2024-12-12,"The charge of 1,992.27 does not match my receipt. I believe there was a currency conversion error on this transaction.",Wrong Amount
TXN94768182,CUST573041,48.7,2024-12-12,I received a defective product after paying 48.70. The merchant refused my return request and will not issue a refund.,Defective Product/Service
TXN80121606,CUST256782,1963.22,2024-12-12,"There is an unrecognized charge of 1,963.22 on my account dated 2024-12-12. I did not approve this and want it disputed.",Unauthorized Transaction
TXN65478923,CUST877991,9058.7,2024-12-12,"I paid 9,058.70 for event tickets but the event was cancelled and no refund was issued by the organizer.",Product/Service Not Received
TXN82619028,CUST884475,78.09,2024-12-12,I paid 78.09 for an online purchase but the package was never delivered. The tracking shows it was lost in transit.,Product/Service Not Received
TXN23241110,CUST176319,18.63,2024-12-12,I was billed 18.63 for a digital download that I never received the link for. The merchant website is now offline.,Product/Service Not Received
TXN47575488,CUST595002,5.22,2024-12-12,A payment of 5.22 was processed on my account that I have no recollection of authorizing. Please block further transactions.,Unauthorized Transaction
TXN46735784,CUST683761,12.15,2024-12-12,I have a written confirmation from the merchant that 12.15 would be refunded but my account still shows the charge.,Refund Not Processed
TXN47031085,CUST856086,47.29,2024-12-12,I attempted to withdraw 47.29 from an ATM. The machine gave an error but the money was deducted from my balance.,ATM Dispute
TXN60178842,CUST946432,1030.54,2024-12-12,"I used an ATM to withdraw 1,030.54 but the cash got stuck in the dispenser and I could not retrieve it.",ATM Dispute
TXN53853458,CUST230521,10.03,2024-12-12,A car rental company charged 10.03 for damages that existed before I rented the vehicle.,Merchant Billing Error
TXN90124068,CUST883790,376.11,2024-12-13,I was double-charged 376.11 for a subscription renewal. The service should only bill once per month.,Duplicate Charge
TXN22101856,CUST903373,42.34,2024-12-13,I see a duplicate debit of 42.34 on my statement for the same purchase. I have contacted the merchant but they have not responded.,Duplicate Charge
TXN98436745,CUST143015,36.4,2024-12-13,I paid 36.40 for event tickets but the event was cancelled and no refund was issued by the organizer.,Product/Service Not Received
TXN32541867,CUST507286,551.98,2024-12-13,My account shows two identical charges of 551.98 from the same vendor. Only one transaction should have gone through.,Duplicate Charge
TXN40107165,CUST417530,1912.11,2024-12-13,"A payment of 1,912.11 was processed on my account that I have no recollection of authorizing. Please block further transactions.",Unauthorized Transaction
TXN92009944,CUST325583,63.34,2024-12-13,I see a suspicious charge of 63.34 that I did not initiate. I was in a different city when this transaction occurred.,Unauthorized Transaction
TXN80037229,CUST140605,1109.65,2024-12-13,"I was billed 1,109.65 instead of the correct amount. The merchant added extra charges without my knowledge.",Wrong Amount
TXN55154267,CUST486251,1638.51,2024-12-13,"There is a fraudulent transaction of 1,638.51 on my account. I did not make this purchase and my card was in my possession the entire time.",Unauthorized Transaction
TXN45634947,CUST247720,363.45,2024-12-13,There is an unrecognized charge of 363.45 on my account dated 2024-12-13. I did not approve this and want it disputed.,Unauthorized Transaction
TXN31791910,CUST446954,487.13,2024-12-14,I placed an order worth 487.13 on 2024-12-14 and the merchant confirmed it but nothing has been delivered so far.,Product/Service Not Received
TXN62651678,CUST607868,121.02,2024-12-14,My refund of 121.02 was supposed to be processed within 7 business days but it has been over a month now.,Refund Not Processed
TXN52075215,CUST888387,1406.14,2024-12-14,"I paid 1,406.14 for a product that does not match the specifications listed on the merchant website at all.",Defective Product/Service
TXN48422247,CUST805477,11.83,2024-12-14,I was charged 11.83 twice for the same purchase at the same merchant on 2024-12-14. Please reverse the duplicate charge.,Duplicate Charge
TXN34952605,CUST160738,303.92,2024-12-14,The service I paid 303.92 for was not performed as agreed. The quality was far below what was promised.,Defective Product/Service
TXN42179932,CUST414012,128.68,2024-12-14,I was billed 128.68 instead of the correct amount. The merchant added extra charges without my knowledge.,Wrong Amount
TXN24655989,CUST360096,153.47,2024-12-14,I paid 153.47 for a subscription service but never received access. The company has not responded to my support tickets.,Product/Service Not Received
TXN39597166,CUST155843,471.52,2024-12-14,An unauthorized payment of 471.52 appeared on my statement. I have never visited this merchant or authorized any payment to them.,Unauthorized Transaction
TXN26256347,CUST952547,42.31,2024-12-14,A payment of 42.31 was processed on my account that I have no recollection of authorizing. Please block further transactions.,Unauthorized Transaction
TXN43597642,CUST256782,3288.96,2024-12-14,"My card was used without authorization for a transaction of 3,288.96. I suspect a data breach at a merchant I previously used.",Unauthorized Transaction
TXN96267144,CUST256445,106.48,2024-12-15,The charge of 106.48 does not match my receipt. I believe there was a currency conversion error on this transaction.,Wrong Amount
TXN39937437,CUST442589,1503.73,2024-12-15,"The merchant charged 1,503.73 but applied the wrong exchange rate for my international purchase.",Wrong Amount
TXN67765028,CUST813328,48.52,2024-12-15,I used an ATM to withdraw 48.52 but the cash got stuck in the dispenser and I could not retrieve it.,ATM Dispute
TXN94961599,CUST410636,4233.75,2024-12-15,"The merchant charged my card 4,233.75 two times for one order. I have the receipt showing only one transaction.",Duplicate Charge
TXN95182020,CUST611945,42.92,2024-12-15,"I was charged 42.92 for a service that was never provided. Despite multiple follow-ups, the vendor has not delivered.",Product/Service Not Received
TXN36366096,CUST324345,94.41,2024-12-15,I was charged 94.41 twice for the same purchase at the same merchant on 2024-12-15. Please reverse the duplicate charge.,Duplicate Charge
TXN38938235,CUST423939,1625.6,2024-12-15,"I paid 1,625.60 for a subscription service but never received access. The company has not responded to my support tickets.",Product/Service Not Received
TXN23935597,CUST545790,40.44,2024-12-15,There is a fraudulent transaction of 40.44 on my account. I did not make this purchase and my card was in my possession the entire time.,Unauthorized Transaction
TXN96287056,CUST688866,474.21,2024-12-15,"I was charged 474.21 for a service that was never provided. Despite multiple follow-ups, the vendor has not delivered.",Product/Service Not Received
TXN14832588,CUST549433,27.12,2024-12-16,The product costing 27.12 arrived with missing parts and the merchant wants me to pay extra for replacements.,Defective Product/Service
TXN73660887,CUST765620,43.98,2024-12-16,A payment of 43.98 was processed on my account that I have no recollection of authorizing. Please block further transactions.,Unauthorized Transaction
TXN17537175,CUST751194,17.79,2024-12-16,I was promised a refund of 17.79 by the merchant but it has been over 30 days and nothing has been credited.,Refund Not Processed
TXN91073255,CUST572700,168.25,2024-12-16,The transaction amount of 168.25 is incorrect. The actual bill was significantly less than what was debited.,Wrong Amount
TXN99452416,CUST517584,492.95,2024-12-16,I used an ATM to withdraw 492.95 but the cash got stuck in the dispenser and I could not retrieve it.,ATM Dispute
TXN55509586,CUST593554,113.16,2024-12-16,A payment of 113.16 was processed on my account that I have no recollection of authorizing. Please block further transactions.,Unauthorized Transaction
TXN54265200,CUST342495,60.36,2024-12-16,An ATM transaction of 60.36 failed midway but the full amount was deducted from my account.,ATM Dispute
TXN76413316,CUST752878,219.27,2024-12-16,I paid 219.27 for a subscription service but never received access. The company has not responded to my support tickets.,Product/Service Not Received
TXN69874989,CUST329471,3423.75,2024-12-17,"I see a duplicate debit of 3,423.75 on my statement for the same purchase. I have contacted the merchant but they have not responded.",Duplicate Charge
TXN51490410,CUST284229,889.22,2024-12-17,I paid 889.22 for event tickets but the event was cancelled and no refund was issued by the organizer.,Product/Service Not Received
TXN14410593,CUST888387,2322.32,2024-12-17,"I have a written confirmation from the merchant that 2,322.32 would be refunded but my account still shows the charge.",Refund Not Processed
TXN24540669,CUST123005,141.49,2024-12-17,My refund of 141.49 was supposed to be processed within 7 business days but it has been over a month now.,Refund Not Processed
TXN58785107,CUST119651,13.66,2024-12-17,My card was charged 13.66 three times for a single transaction. I need the extra charges refunded.,Duplicate Charge
TXN95698101,CUST829066,52.18,2024-12-17,I was promised a refund of 52.18 by the merchant but it has been over 30 days and nothing has been credited.,Refund Not Processed
TXN37512732,CUST150126,129.31,2024-12-17,I paid 129.31 for a subscription service but never received access. The company has not responded to my support tickets.,Product/Service Not Received
TXN35460188,CUST439498,48.56,2024-12-17,The service I paid 48.56 for was not performed as agreed. The quality was far below what was promised.,Defective Product/Service
TXN16766019,CUST403314,3749.03,2024-12-17,"The product costing 3,749.03 arrived with missing parts and the merchant wants me to pay extra for replacements.",Defective Product/Service
TXN72680075,CUST949153,198.21,2024-12-17,I was charged 198.21 for an annual renewal that I had opted out of. The merchant is ignoring my cancellation.,Subscription Issue
TXN17122349,CUST445637,348.25,2024-12-17,I was billed 348.25 for a digital download that I never received the link for. The merchant website is now offline.,Product/Service Not Received
TXN44535297,CUST386488,109.08,2024-12-17,I downgraded my plan but was still charged the old rate of 109.08 instead of the reduced amount.,Subscription Issue
TXN21748364,CUST971662,137.86,2024-12-17,My account was charged 137.86 without my consent. I believe someone has stolen my card details and made this purchase.,Unauthorized Transaction
TXN24905636,CUST479430,5.14,2024-12-17,The merchant charged 5.14 but applied the wrong exchange rate for my international purchase.,Wrong Amount
TXN81402731,CUST640310,87.77,2024-12-17,I purchased an item for 87.77 but received a counterfeit product. The merchant refuses to acknowledge the issue.,Defective Product/Service
TXN98617699,CUST705526,16.31,2024-12-18,My account shows a recurring charge of 16.31 from a merchant I do not recognize. I never subscribed to any service.,Subscription Issue
TXN15602379,CUST414569,27.84,2024-12-18,My account was debited 27.84 but the receipt shows a different amount. The merchant made a billing error.,Wrong Amount
TXN96716010,CUST576805,79.01,2024-12-18,I see a suspicious charge of 79.01 that I did not initiate. I was in a different city when this transaction occurred.,Unauthorized Transaction
TXN61790520,CUST147936,214.44,2024-12-18,The restaurant charged 214.44 to my card but I paid the bill in cash. I have the cash receipt as proof.,Merchant Billing Error
TXN45500468,CUST757629,13922.38,2024-12-18,"The restaurant charged 13,922.38 to my card but I paid the bill in cash. I have the cash receipt as proof.",Merchant Billing Error
TXN16236118,CUST144357,85.24,2024-12-18,The merchant took 85.24 from my account for a pre-order but has gone silent and the product was never shipped.,Product/Service Not Received
TXN17872003,CUST708519,440.26,2024-12-18,I paid 440.26 for an order on 2024-12-18 but never received the product. The merchant is unresponsive to my emails.,Product/Service Not Received
TXN73830372,CUST800280,452.79,2024-12-18,A service is debiting 452.79 from my account every month even though I closed my account with them.,Subscription Issue
TXN41802361,CUST152727,1381.89,2024-12-19,"I downgraded my plan but was still charged the old rate of 1,381.89 instead of the reduced amount.",Subscription Issue
TXN61364639,CUST611945,36.83,2024-12-19,I was double-charged 36.83 for a subscription renewal. The service should only bill once per month.,Duplicate Charge
TXN63098323,CUST619696,113.65,2024-12-19,I paid 113.65 for a subscription service but never received access. The company has not responded to my support tickets.,Product/Service Not Received
TXN82456345,CUST747850,161.01,2024-12-19,I returned defective goods worth 161.01 and have the return tracking confirmation but no refund has been issued.,Refund Not Processed
TXN33690726,CUST796643,1669.98,2024-12-19,"An unauthorized payment of 1,669.98 appeared on my statement. I have never visited this merchant or authorized any payment to them.",Unauthorized Transaction
TXN60948962,CUST853258,4981.19,2024-12-19,"I cancelled my free trial before it ended but was charged 4,981.19 for the full subscription anyway.",Subscription Issue
TXN21568926,CUST826490,154.9,2024-12-19,I received a defective product after paying 154.90. The merchant refused my return request and will not issue a refund.,Defective Product/Service
TXN46583151,CUST133782,7.89,2024-12-19,There is a fraudulent transaction of 7.89 on my account. I did not make this purchase and my card was in my possession the entire time.,Unauthorized Transaction
TXN70838623,CUST514463,26.39,2024-12-20,I paid 26.39 for an online purchase but the package was never delivered. The tracking shows it was lost in transit.,Product/Service Not Received
TXN90771151,CUST273061,80.01,2024-12-20,I noticed an unauthorized debit of 80.01 from my account. I have no knowledge of this transaction and request an immediate reversal.,Unauthorized Transaction
TXN36061115,CUST725185,12573.15,2024-12-20,"An unauthorized payment of 12,573.15 appeared on my statement. I have never visited this merchant or authorized any payment to them.",Unauthorized Transaction
TXN60082221,CUST308496,58.85,2024-12-20,The ATM did not dispense cash but my account was debited 58.85. I need this amount credited back immediately.,ATM Dispute
TXN18514187,CUST355400,30.16,2024-12-20,I did not authorize a charge of 30.16 on 2024-12-20. I have never used this merchant before and suspect my card was compromised.,Unauthorized Transaction
TXN98291620,CUST449499,12983.38,2024-12-20,"I see a suspicious charge of 12,983.38 that I did not initiate. I was in a different city when this transaction occurred.",Unauthorized Transaction
TXN48851781,CUST843167,28.02,2024-12-20,I purchased an item for a specific price but was charged 28.02 which is higher than the listed price.,Wrong Amount
TXN87906861,CUST218118,8.22,2024-12-20,My card was used without authorization for a transaction of 8.22. I suspect a data breach at a merchant I previously used.,Unauthorized Transaction
TXN55071160,CUST462659,88.02,2024-12-20,An unauthorized payment of 88.02 appeared on my statement. I have never visited this merchant or authorized any payment to them.,Unauthorized Transaction
TXN94400837,CUST355021,20.59,2024-12-20,I was charged 20.59 for an ATM withdrawal but the machine only dispensed a partial amount.,ATM Dispute
TXN48255161,CUST789545,84.86,2024-12-20,The merchant charged my card 84.86 two times for one order. I have the receipt showing only one transaction.,Duplicate Charge
TXN62801229,CUST465746,20.61,2024-12-21,I see a duplicate debit of 20.61 on my statement for the same purchase. I have contacted the merchant but they have not responded.,Duplicate Charge
TXN29425562,CUST407757,31.37,2024-12-21,I have been charged 31.37 for a recurring payment that I explicitly cancelled via the merchant app on 2024-12-21.,Subscription Issue
TXN71375663,CUST713762,349.41,2024-12-21,The product costing 349.41 arrived with missing parts and the merchant wants me to pay extra for replacements.,Defective Product/Service
TXN12003112,CUST983456,364.72,2024-12-21,The merchant charged 364.72 but applied the wrong exchange rate for my international purchase.,Wrong Amount
TXN40923033,CUST960394,390.25,2024-12-21,I paid 390.25 for an online purchase but the package was never delivered. The tracking shows it was lost in transit.,Product/Service Not Received
TXN70052849,CUST795612,337.44,2024-12-21,I was charged 337.44 but the agreed price was much lower. The merchant overcharged me and I have the original receipt.,Wrong Amount
TXN76684613,CUST262246,167.78,2024-12-21,The merchant increased my subscription from the original price to 167.78 without any prior notice or consent.,Subscription Issue
TXN95488872,CUST589710,145.09,2024-12-21,I was charged 145.09 for a premium service but received the basic version. The merchant will not upgrade or refund.,Defective Product/Service
TXN21979420,CUST322423,62.74,2024-12-21,I was overcharged by the merchant. The correct amount should have been lower but 62.74 was taken from my account.,Wrong Amount
TXN51643113,CUST598598,3963.97,2024-12-21,"I paid 3,963.97 for an order on 2024-12-21 but never received the product. The merchant is unresponsive to my emails.",Product/Service Not Received
TXN31347320,CUST339592,41.32,2024-12-21,I was billed 41.32 for a digital download that I never received the link for. The merchant website is now offline.,Product/Service Not Received
TXN91160751,CUST838797,41.15,2024-12-21,There is an unrecognized charge of 41.15 on my account dated 2024-12-21. I did not approve this and want it disputed.,Unauthorized Transaction
TXN68069508,CUST995916,244.43,2024-12-21,I purchased an item for a specific price but was charged 244.43 which is higher than the listed price.,Wrong Amount
TXN61600243,CUST870899,314.73,2024-12-22,The merchant increased my subscription from the original price to 314.73 without any prior notice or consent.,Subscription Issue
